આફ્રિકા	África
ઢાંચો:Twitter	Plantilla:Twitter
ઢાંચો:Lang-hi	Plantilla:Lang-hi
ઢાંચો:F1	Plantilla:F1
ઢાંચો:Weather box/cold	Plantilla:Clima/cold
ઢાંચો:RUS	Plantilla:RUS
ઢાંચો:Climate chart/fahrenheit column	Plantilla:Climograma/columna fahrenheit
ઢાંચો:Category importance	Plantilla:Importancia-cat
ઢાંચો:Family tree/step2	Plantilla:Árbol genealógico/step2
ઢાંચો:Infobox civil conflict	Plantilla:Ficha de conflicto civil
ઢાંચો:Citation	Plantilla:Obra citada
ઢાંચો:Citation/core	Plantilla:Obra citada/núcleo
ઢાંચો:Cite EB1911	Plantilla:Cita Enciclopedia Británica
ઢાંચો:Country data Yugoslavia	Plantilla:Geodatos Yugoslavia
ઢાંચો:Country data Marshall Islands	Plantilla:Geodatos Islas Marshall
ઢાંચો:Country data Mauritania	Plantilla:Geodatos Mauritania
ઢાંચો:Country data Guam	Plantilla:Geodatos Guam
ઢાંચો:Country data Northern Mariana Islands	Plantilla:Geodatos Islas Marianas del Norte
ઢાંચો:Country data American Samoa	Plantilla:Geodatos Samoa Americana
ઢાંચો:Country data Sudan	Plantilla:Geodatos Sudán
ઢાંચો:Country data Chad	Plantilla:Geodatos Chad
ઢાંચો:Unbulleted list	Plantilla:Lista sin viñetas
શ્રેણી:કાગડો	Categoría:Corvus
ઢાંચો:Country data Federated States of Micronesia	Plantilla:Geodatos Estados Federados de Micronesia
ઢાંચો:Country data North Vietnam	Plantilla:Geodatos Vietnam del Norte
શ્રેણી:રાષ્ટ્રધ્વજો	Categoría:Banderas nacionales
શ્રેણી:રાસાયણિક તત્વો	Categoría:Elementos químicos
ઢાંચો:Country data Lithuanian SSR	Plantilla:Geodatos RSS de Lituania
ઢાંચો:Country data Latvian SSR	Plantilla:Geodatos RSS de Letonia
શ્રેણી:Articles with dead external links	Categoría:Wikipedia:Artículos con enlaces externos rotos
ઢાંચો:Country data Burkina Faso	Plantilla:Geodatos Burkina Faso
શ્રેણી:નેપાળ	Categoría:Nepal
ઢાંચો:Title disambig text	Plantilla:Texto de la coletilla del título
ઢાંચો:Country data Byelorussian SSR	Plantilla:Geodatos RSS de Bielorrusia
શ્રેણી:માછલી	Categoría:Peces
શ્રેણી:મહાસાગર	Categoría:Océanos
શ્રેણી:અંક પદ્ધતિ	Categoría:Sistemas de numeración
શ્રેણી:ગોઆ	Categoría:Goa
શ્રેણી:કર્ણાટક	Categoría:Karnataka
શ્રેણી:છત્તીસગઢ	Categoría:Chhattisgarh
શ્રેણી:ગુજરાત	Categoría:Guyarat
શ્રેણી:ઝારખંડ	Categoría:Jharkhand
શ્રેણી:તમિલનાડુ	Categoría:Tamil Nadu
શ્રેણી:મધ્ય પ્રદેશ	Categoría:Madhya Pradesh
શ્રેણી:મિઝોરમ	Categoría:Mizoram
શ્રેણી:રાજસ્થાન	Categoría:Rajastán
શ્રેણી:સિક્કિમ	Categoría:Sikkim
શ્રેણી:હરિયાણા	Categoría:Haryana
શ્રેણી:ઉત્તર પ્રદેશ	Categoría:Uttar Pradesh
શ્રેણી:મેઘાલય	Categoría:Meghalaya
શ્રેણી:પશ્ચિમ બંગાળ	Categoría:Bengala Occidental
શ્રેણી:ઑડિશા	Categoría:Orissa
શ્રેણી:પ્રાણીઓ	Categoría:Animales
કાલકા-શિમલા રેલ્વે	Ferrocarril de Kalka-Shimla
ઢાંચો:Infobox book series	Plantilla:Ficha de serie literaria
ઢાંચો:MedalCompetition	Plantilla:CompeticionDeMedalla
શ્રેણી:હિમાલય	Categoría:Himalaya
શ્રેણી:ઍન્ટાર્કટીકા	Categoría:Antártida
ઢાંચો:Wikiversity	Plantilla:Wikiversidad
ઢાંચો:Country data Hawaii	Plantilla:Geodatos Hawái
શ્રેણી:નાગાલેંડ	Categoría:Nagaland
શ્રેણી:જમ્મુ અને કાશ્મીર	Categoría:Jammu y Cachemira
શ્રેણી:મણિપુર	Categoría:Manipur
શ્રેણી:મહારાષ્ટ્ર	Categoría:Maharashtra
શ્રેણી:અરુણાચલ પ્રદેશ	Categoría:Arunachal Pradesh
શ્રેણી:હિમાચલ પ્રદેશ	Categoría:Himachal Pradesh
શ્રેણી:આંધ્ર પ્રદેશ	Categoría:Andhra Pradesh
શ્રેણી:આસામ	Categoría:Assam
ઢાંચો:Usbk	Plantilla:Usbk
ધ પ્રોડિજિ	The Prodigy
ઢાંચો:First word	Plantilla:Primera palabra
ઢાંચો:WPBannerMeta	Plantilla:PR
ઢાંચો:Country data Alabama	Plantilla:Geodatos Alabama
ઢાંચો:Country data Alaska	Plantilla:Geodatos Alaska
ઢાંચો:Country data Alberta	Plantilla:Geodatos Alberta
ઢાંચો:Mojo title	Plantilla:Mojo título
સાંદીપનિ	Sandipani
સાવલી	Savli
શ્રેણી:ભારતનાં રાજ્યો અને કેન્દ્રશાસિત પ્રદેશો	Categoría:Estados de la India
ઢાંચો:FULLROOTPAGENAME	Plantilla:FULLROOTPAGENAME
શ્રેણી:અંગ્રેજી ભાષાના ગાયકો	Categoría:Cantantes en inglés
ઢાંચો:Country data Mexican Federal District	Plantilla:Geodatos Distrito Federal (México)
ઢાંચો:Country data Michoacán	Plantilla:Geodatos Michoacán
ઢાંચો:Country data Nuevo León	Plantilla:Geodatos Nuevo León
ઢાંચો:Country data Hidalgo	Plantilla:Geodatos Hidalgo
ઢાંચો:Country data Nayarit	Plantilla:Geodatos Nayarit
ઢાંચો:Country data Oaxaca	Plantilla:Geodatos Oaxaca
ઢાંચો:Country data Jalisco	Plantilla:Geodatos Jalisco
ઢાંચો:Country data Sinaloa	Plantilla:Geodatos Sinaloa
ઢાંચો:Country data Zacatecas	Plantilla:Geodatos Zacatecas
ઢાંચો:Country data San Luis Potosí	Plantilla:Geodatos San Luis Potosí
ઢાંચો:Country data Tlaxcala	Plantilla:Geodatos Tlaxcala
ઢાંચો:Country data Yucatán	Plantilla:Geodatos Yucatán
ઢાંચો:Country data Guanajuato	Plantilla:Geodatos Guanajuato
ઢાંચો:Country data Querétaro	Plantilla:Geodatos Querétaro
ઢાંચો:Country data México (state)	Plantilla:Geodatos México (estado)
ઢાંચો:Country data Guerrero	Plantilla:Geodatos Guerrero
ઢાંચો:Country data Tamaulipas	Plantilla:Geodatos Tamaulipas
ઢાંચો:Country data Tabasco	Plantilla:Geodatos Tabasco
ઢાંચો:Country data Quintana Roo	Plantilla:Geodatos Quintana Roo
ઢાંચો:Country data Sonora	Plantilla:Geodatos Sonora
ઢાંચો:Country data Aguascalientes	Plantilla:Geodatos Aguascalientes
ઢાંચો:Country data Campeche	Plantilla:Geodatos Campeche
ઢાંચો:Country data Chihuahua	Plantilla:Geodatos Chihuahua
ઢાંચો:Country data Chiapas	Plantilla:Geodatos Chiapas
ઢાંચો:Country data Durango	Plantilla:Geodatos Durango
ઢાંચો:Country data Baja California	Plantilla:Geodatos Baja California
ઢાંચો:Country data Coahuila	Plantilla:Geodatos Coahuila
ઢાંચો:Country data Baja California Sur	Plantilla:Geodatos Baja California Sur
ઢાંચો:Country data Colima	Plantilla:Geodatos Colima
શિક્ષાપત્રી	Siksha-patri
ઢાંચો:Country data Veracruz	Plantilla:Geodatos Veracruz
ઢાંચો:Country data Puebla	Plantilla:Geodatos Puebla
ઢાંચો:Country data Morelos	Plantilla:Geodatos Morelos
ઢાંચો:Country data Spain	Plantilla:Geodatos España
ઢાંચો:Pad	Plantilla:Pad
ઢાંચો:Country data Canada	Plantilla:Geodatos Canadá
ઢાંચો:The Anti-Vandalism Barnstar	Wikipedia:Wikiestrellas/Antivandalismo
ઢાંચો:The Minor Barnstar	Wikipedia:Wikiestrellas/Pequeña
ઢાંચો:The Template Barnstar	Wikipedia:Wikiestrellas/Plantillero
ઢાંચો:The Rosetta Barnstar	Wikipedia:Wikiestrellas/Rosetta
ઢાંચો:Cookbook	Plantilla:Librodecocina
ઢાંચો:Country data Arizona	Plantilla:Geodatos Arizona
ઢાંચો:Country data Artigas	Plantilla:Geodatos Artigas
ઢાંચો:Country data Bermuda	Plantilla:Geodatos Bermudas
ઢાંચો:Country data British Columbia	Plantilla:Geodatos Columbia Británica
ઢાંચો:Country data California	Plantilla:Geodatos California
ઢાંચો:Country data Colorado	Plantilla:Geodatos Colorado
ઢાંચો:Country data Connecticut	Plantilla:Geodatos Connecticut
ઢાંચો:Country data Delaware	Plantilla:Geodatos Delaware
ઢાંચો:Country data Florida	Plantilla:Geodatos Florida
ઢાંચો:Country data Georgia (U.S. state)	Plantilla:Geodatos Georgia (Estados Unidos)
ઢાંચો:Country data Georgian SSR	Plantilla:Geodatos RSS de Georgia
ઢાંચો:Country data Illinois	Plantilla:Geodatos Illinois
ઢાંચો:Country data Indiana	Plantilla:Geodatos Indiana
ઢાંચો:Country data Iowa	Plantilla:Geodatos Iowa
ઢાંચો:Country data Jordan	Plantilla:Geodatos Jordania
ઢાંચો:Country data Kansas	Plantilla:Geodatos Kansas
ઢાંચો:Country data Kentucky	Plantilla:Geodatos Kentucky
ઢાંચો:Country data Kazakh SSR	Plantilla:Geodatos República Socialista Soviética de Kazajistán
ઢાંચો:Country data Korea	Plantilla:Geodatos Corea
ઢાંચો:Country data Kyrgyzstan	Plantilla:Geodatos Kirguistán
ઢાંચો:Country data Kingdom of Yugoslavia	Plantilla:Geodatos Reino de Yugoslavia
ઢાંચો:Country data Lesotho	Plantilla:Geodatos Lesoto
ઢાંચો:Country data Liberia	Plantilla:Geodatos Liberia
ઢાંચો:Country data Louisiana	Plantilla:Geodatos Luisiana
ઢાંચો:Country data Leinster	Plantilla:Geodatos Leinster
ઢાંચો:Country data Maine	Plantilla:Geodatos Maine
ઢાંચો:Country data Malawi	Plantilla:Geodatos Malaui
ઢાંચો:Country data Maldives	Plantilla:Geodatos Maldivas
ઢાંચો:Country data Maryland	Plantilla:Geodatos Maryland
ઢાંચો:Country data Massachusetts	Plantilla:Geodatos Massachusetts
ઢાંચો:Country data Mauritius	Plantilla:Geodatos Mauricio
ઢાંચો:Country data Michigan	Plantilla:Geodatos Míchigan
ઢાંચો:Country data Minnesota	Plantilla:Geodatos Minnesota
ઢાંચો:Country data Missouri	Plantilla:Geodatos Misuri
ઢાંચો:Country data Mongolia	Plantilla:Geodatos Mongolia
ઢાંચો:Country data Munster	Plantilla:Geodatos Munster (Irlanda)
ઢાંચો:Country data Nevada	Plantilla:Geodatos Nevada
ઢાંચો:Country data New Brunswick	Plantilla:Geodatos Nuevo Brunswick
ઢાંચો:Country data New Hampshire	Plantilla:Geodatos Nuevo Hampshire
ઢાંચો:Country data New Jersey	Plantilla:Geodatos Nueva Jersey
ઢાંચો:Country data New York	Plantilla:Geodatos Nueva York
ઢાંચો:Country data Newfoundland and Labrador	Plantilla:Geodatos Terranova y Labrador
ઢાંચો:Country data Niger	Plantilla:Geodatos Níger
ઢાંચો:Country data North Carolina	Plantilla:Geodatos Carolina del Norte
ઢાંચો:Country data North Dakota	Plantilla:Geodatos Dakota del Norte
ઢાંચો:Country data North Yemen	Plantilla:Geodatos Yemen del Norte
ઢાંચો:Country data Ohio	Plantilla:Geodatos Ohio
ઢાંચો:Country data Oklahoma	Plantilla:Geodatos Oklahoma
ઢાંચો:Country data Ontario	Plantilla:Geodatos Ontario
ઢાંચો:Country data Oregon	Plantilla:Geodatos Oregón
ઢાંચો:Country data Pennsylvania	Plantilla:Geodatos Pensilvania
ઢાંચો:Country data Puerto Rico	Plantilla:Geodatos Puerto Rico
ઢાંચો:Country data Quebec	Plantilla:Geodatos Quebec
ઢાંચો:Country data Rhode Island	Plantilla:Geodatos Rhode Island
ઢાંચો:Country data Rhodesia	Plantilla:Geodatos Rodesia
ઢાંચો:Country data South Dakota	Plantilla:Geodatos Dakota del Sur
ઢાંચો:Country data South Yemen	Plantilla:Geodatos Yemen del Sur
ઢાંચો:Country data Southern Rhodesia	Plantilla:Geodatos Rodesia del Sur
ઢાંચો:Country data South Holland	Plantilla:Geodatos Holanda Meridional
ઢાંચો:દેશ માહિતી સુરીનામ	Plantilla:Geodatos Surinam
ઢાંચો:Country data Syria	Plantilla:Geodatos Siria
ઢાંચો:Country data Sovereign Military Order of Malta	Plantilla:Geodatos SMOM
ઢાંચો:Country data Tennessee	Plantilla:Geodatos Tennessee
ઢાંચો:Country data Texas	Plantilla:Geodatos Texas
ઢાંચો:Country data Tanganyika	Plantilla:Geodatos Tanganica
ઢાંચો:Country data Singapore	Plantilla:Geodatos Singapur
ઢાંચો:Country data Uganda	Plantilla:Geodatos Uganda
ઢાંચો:Country data Utah	Plantilla:Geodatos Utah
ઢાંચો:Country data Vermont	Plantilla:Geodatos Vermont
ઢાંચો:Country data Uzbek SSR	Plantilla:Geodatos RSS de Uzbekistán
ઢાંચો:Country data Washington	Plantilla:Geodatos Washington
ઢાંચો:Country data Washington, D.C.	Plantilla:Geodatos Washington D. C.
ઢાંચો:Country data West Virginia	Plantilla:Geodatos Virginia Occidental
ઢાંચો:Country data Wisconsin	Plantilla:Geodatos Wisconsin
ઢાંચો:Country data Wyoming	Plantilla:Geodatos Wyoming
ઢાંચો:Country data Yemen	Plantilla:Geodatos Yemen
ઢાંચો:Country data Zanzibar	Plantilla:Geodatos Zanzíbar
ઢાંચો:Country data Åland Islands	Plantilla:Geodatos Åland
ઢાંચો:Str right	Plantilla:Str right
વિશ્વ વન દિવસ	Día Internacional de los Bosques
વોલ્ટર બેન્ડેર	Walter Bender
ઢાંચો:Article history	Plantilla:Historia artículo
ઢાંચો:Lang-kn	Plantilla:Lang-kn
ઢાંચો:ભાષા-બં	Plantilla:Lang-bn
શ્રેણી:ઉત્તરાખંડ	Categoría:Uttarakhand
ઢાંચો:Country data Ulster	Plantilla:Geodatos Ulster
ઢાંચો:Country data Turkmen SSR	Plantilla:Geodatos RSS de Turkmenistán
ઢાંચો:Country data Tajik SSR	Plantilla:Geodatos RSS de Tayikistán
ઢાંચો:Country data Moldavian SSR	Plantilla:Geodatos RSS de Moldavia
ઢાંચો:Country data Kirghiz SSR	Plantilla:Geodatos RSS de Kirguistán
ઢાંચો:Country data British Guiana	Plantilla:Geodatos Guayana Británica
શ્રેણી:બિહાર	Categoría:Bihar
શ્રેણી:Userboxes	Categoría:Wikipedia:Plantillas de wikipedistas
ઢાંચો:Multicol	Plantilla:Columnas
ઢાંચો:દેશ માહિતી Dutch Guiana	Plantilla:Geodatos Guayana Neerlandesa
શ્રેણી:દમણ અને દીવ	Categoría:Damán y Diu
ઢાંચો:Country data Falkland Islands	Plantilla:Geodatos Islas Malvinas
શ્રેણી:આસામના જિલ્લાઓ	Categoría:Distritos de Assam
શ્રેણી:રાજસ્થાનના જિલ્લાઓ	Categoría:Distritos de Rajastán
શ્રેણી:તમિલનાડુના જિલ્લાઓ	Categoría:Distritos de Tamil Nadu
શ્રેણી:પશ્ચિમ બંગાળના જિલ્લાઓ	Categoría:Distritos de Bengala Occidental
ઢાંચો:Country data Gold Coast	Plantilla:Geodatos Costa de Oro
ઢાંચો:Infobox Weapon	Plantilla:Ficha de arma
શ્રેણી:કોયલ કુટુંબ	Categoría:Eudynamys
ઢાંચો:Lang-am	Plantilla:Lang-am
ઢાંચો:Lang-zh	Plantilla:Lang-zh
ઢાંચો:Lang-mr	Plantilla:Lang-mr
ઢાંચો:Lang-ur	Plantilla:Lang-mo
ઢાંચો:Listen	Plantilla:Multimedia
કેળ	Musa (planta)
લાતેહાર	Latehar
ઢાંચો:Country data Macedonia	Plantilla:Geodatos República de Macedonia
ઢાંચો:Country data Nebraska	Plantilla:Geodatos Nebraska
ઢાંચો:Country data Tanzania	Plantilla:Geodatos Tanzania
શ્રેણી:પંજાબ	Categoría:Panyab
ઢાંચો:Country data Somalia	Plantilla:Geodatos Somalia
ઢાંચો:Country data South Carolina	Plantilla:Geodatos Carolina del Sur
