አፍሪቃ	África
መለጠፊያ:Country data ፊሊፒንስ	Plantilla:Geodatos Filipinas
መለጠፊያ:Country data ቤላሩስ	Plantilla:Geodatos Bielorrusia
መለጠፊያ:Country data ማሌዥያ	Plantilla:Geodatos Malasia
መለጠፊያ:Country data አርሜኒያ	Plantilla:Geodatos Armenia
መለጠፊያ:Country data ዚምባብዌ	Plantilla:Geodatos Zimbabue
መለጠፊያ:MedalTableTop	Plantilla:ArribaTablaMedalla
መለጠፊያ:Country data ካዛክስታን	Plantilla:Geodatos Kazajistán
መለጠፊያ:Country data ቺሌ	Plantilla:Geodatos Chile
መለጠፊያ:Country data ስሎቪኒያ	Plantilla:Geodatos Eslovenia
መለጠፊያ:Country data ሊባኖስ	Plantilla:Geodatos Líbano
መለጠፊያ:Country data ሰሜን ቆጵሮስ	Plantilla:Geodatos República Turca del Norte de Chipre
መደብ:ናይሎ ሳህራዊ ቋንቋዎች	Categoría:Lenguas nilo-saharianas
መለጠፊያ:Image label end	Plantilla:Etiqueta imagen fin
መለጠፊያ:MedalSport	Plantilla:Medalla deportiva
መለጠፊያ:Country data አውስትሪያ ሀንጋሪ	Plantilla:Geodatos Imperio austrohúngaro
መለጠፊያ:Location map አሜሪካ	Plantilla:Mapa de localización de Estados Unidos
መለጠፊያ:Year nav	Plantilla:Año
መለጠፊያ:EBS	Plantilla:Paro de emergencia del bot
መደብ:ሥዕል	Categoría:Cuadros
ሬቶርቲዮ (ካምፖ ዴ ኤንሜዲዮ)	Retortillo (Campoo de Enmedio)
መደብ:User ja-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de japonés
መደብ:Location map by country templates	Categoría:Wikipedia:Plantillas de mapas de localización
መለጠፊያ:Country data ምዕራብ ጀርመን	Plantilla:Geodatos Alemania Occidental
መደብ:Essays	Categoría:Ensayos
መለጠፊያ:Familytree/start	Plantilla:Árbol genealógico/inicio
መለጠፊያ:መንታ	Plantilla:Desambiguación
መለጠፊያ:Country data ናዚ ጀርመን	Plantilla:Geodatos Alemania nazi
መለጠፊያ:Country data የጀርመን መንግሥት	Plantilla:Geodatos Imperio alemán
መለጠፊያ:Infobox የሚስጥ ስም	Plantilla:Ficha de nombre propio
መለጠፊያ:Country data ኳታር	Plantilla:Geodatos Catar
መለጠፊያ:Country data እስራኤል	Plantilla:Geodatos Israel
መለጠፊያ:Country data ዩክሬን	Plantilla:Geodatos Ucrania
መለጠፊያ:Country data ኮሎምቢያ	Plantilla:Geodatos Colombia
መለጠፊያ:Country data ጋና	Plantilla:Geodatos Ghana
መለጠፊያ:Country data ሮማንያ	Plantilla:Geodatos Rumania
መለጠፊያ:Country data ደቡብ ኮርያ	Plantilla:Geodatos Corea del Sur
መለጠፊያ:InterWiki	Plantilla:InterWiki
መደብ:የእግር ኳስ ተጫዋቾች	Categoría:Futbolistas por país
መደብ:Netherlands location map templates	Categoría:Wikipedia:Plantillas de mapas de localización de Países Bajos
መደብ:User az	Categoría:Wikipedia:Wikipedistas con conocimientos de azerí
መደብ:User sk	Categoría:Wikipedia:Wikipedistas con conocimientos de eslovaco
መደብ:User eo	Categoría:Wikipedia:Wikipedistas con conocimientos de esperanto
መደብ:User et	Categoría:Wikipedia:Wikipedistas con conocimientos de estonio
መደብ:User fr	Categoría:Wikipedia:Wikipedistas con conocimientos de francés
መደብ:User ja	Categoría:Wikipedia:Wikipedistas con conocimientos de japonés
መደብ:User la	Categoría:Wikipedia:Wikipedistas con conocimientos de latín
መደብ:User lt	Categoría:Wikipedia:Wikipedistas con conocimientos de lituano
መደብ:User new	Categoría:Wikipedia:Wikipedistas con conocimientos de newari
መደብ:User oc	Categoría:Wikipedia:Wikipedistas con conocimientos de occitano
መደብ:User pt	Categoría:Wikipedia:Wikipedistas con conocimientos de portugués
መደብ:User sv	Categoría:Wikipedia:Wikipedistas con conocimientos de sueco
መደብ:User th	Categoría:Wikipedia:Wikipedistas con conocimientos de tailandés
መደብ:User cs-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de checo
መደብ:User fr-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de francés
መደብ:User ja-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de japonés
መደብ:User tr-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de turco
መደብ:User da-1	Categoría:Wikipedia:Wikipedistas con nivel básico de danés
መደብ:User et-1	Categoría:Wikipedia:Wikipedistas con nivel básico de estonio
መደብ:User nl-1	Categoría:Wikipedia:Wikipedistas con nivel básico de neerlandés
መደብ:User pl-1	Categoría:Wikipedia:Wikipedistas con nivel básico de polaco
መደብ:User tr-1	Categoría:Wikipedia:Wikipedistas con nivel básico de turco
መደብ:User ar-1	Categoría:Wikipedia:Wikipedistas con nivel básico de árabe
መደብ:User oc-4	Categoría:Wikipedia:Wikipedistas con nivel experto de occitano
መደብ:User da-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de danés
መደብ:User fr-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de francés
መደብ:User la-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de latín
መደብ:User nl-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de neerlandés
መደብ:User sv-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de sueco
መደብ:User cs-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de checo
መደብ:User ko-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de coreano
መደብ:User fr-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de francés
መደብ:User it-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de italiano
መደብ:User lv-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de letón
መደብ:User lt-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de lituano
መደብ:User nl-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de neerlandés
መደብ:User new-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de newari
መደብ:User no-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de noruego
መደብ:User ru-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de ruso
መደብ:Australia location map templates	Categoría:Wikipedia:Plantillas de mapas de localización de Australia
መደብ:China location map templates	Categoría:Wikipedia:Plantillas de mapas de localización de China
መደብ:Italy location map templates	Categoría:Wikipedia:Plantillas de mapas de localización de Italia
መደብ:Mexico location map templates	Categoría:Wikipedia:Plantillas de mapas de localización de México
መደብ:Sweden location map templates	Categoría:Wikipedia:Plantillas de mapas de localización de Suecia
መደብ:United Kingdom location map templates	Categoría:Wikipedia:Plantillas de mapas de localización del Reino Unido
መደብ:User af	Categoría:Wikipedia:Wikipedistas con conocimientos de afrikaans
መደብ:User af-1	Categoría:Wikipedia:Wikipedistas con nivel básico de afrikáans
መደብ:User am	Categoría:Wikipedia:Wikipedistas con conocimientos de amárico
መደብ:User am-1	Categoría:Wikipedia:Wikipedistas con nivel básico de amárico
መደብ:User am-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de amárico
መደብ:User ar	Categoría:Wikipedia:Wikipedistas con conocimientos de árabe
መደብ:User cs	Categoría:Wikipedia:Wikipedistas con conocimientos de checo
መደብ:User da	Categoría:Wikipedia:Wikipedistas con conocimientos de danés
መደብ:User sk-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de eslovaco
መደብ:User de	Categoría:Wikipedia:Wikipedistas con conocimientos de alemán
መደብ:User de-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de alemán
መደብ:User de-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de alemán
መደብ:User de-4	Categoría:Wikipedia:Wikipedistas con nivel experto de alemán
መደብ:User de-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de alemán
መደብ:User el	Categoría:Wikipedia:Wikipedistas con conocimientos de griego antiguo
መደብ:User en-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de inglés
መደብ:User en-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de inglés
መደብ:User eo-1	Categoría:Wikipedia:Wikipedistas con nivel básico de esperanto
መደብ:User es	Categoría:Wikipedia:Wikipedistas con conocimientos de español
መደብ:User es-1	Categoría:Wikipedia:Wikipedistas con nivel básico de español
መደብ:User es-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de español
መደብ:User es-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de español
መደብ:User es-4	Categoría:Wikipedia:Wikipedistas con nivel experto de español
መደብ:User es-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de español
መደብ:User pl-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de polaco
መደብ:User pt-1	Categoría:Wikipedia:Wikipedistas con nivel básico de portugués
መለጠፊያ:Country data ጀርመን	Plantilla:Geodatos Alemania
መለጠፊያ:Country data ዩናይትድ ኪንግደም	Plantilla:Geodatos Reino Unido
መለጠፊያ:Cite encyclopedia	Plantilla:Cita enciclopedia
መለጠፊያ:Country data ስኮትላንድ	Plantilla:Geodatos Escocia
መደብ:የኢትዮጵያ ባልትና	Categoría:Gastronomía de Etiopía
መደብ:User it	Categoría:Wikipedia:Wikipedistas con conocimientos de italiano
መደብ:User it-1	Categoría:Wikipedia:Wikipedistas con nivel básico de italiano
መደብ:User ja-1	Categoría:Wikipedia:Wikipedistas con nivel básico de japonés
መደብ:User ka	Categoría:Wikipedia:Wikipedistas con conocimientos de georgiano
መደብ:User ko	Categoría:Wikipedia:Wikipedistas con conocimientos de coreano
መደብ:User la-1	Categoría:Wikipedia:Wikipedistas con nivel básico de latín
መደብ:User ru-1	Categoría:Wikipedia:Wikipedistas con nivel básico de ruso
ውክፔዲያ:ልሳናት	Wikipedia:Babel
ቅማል	Phthiraptera
መደብ:የሆላንድ እግር ኳስ ተጫዋቾች	Categoría:Futbolistas de los Países Bajos
መደብ:የፖላንድ ሰዎች	Categoría:Polacos
መደብ:የእንግሊዝ ሰዎች	Categoría:Ingleses
መደብ:User lv	Categoría:Wikipedia:Wikipedistas con conocimientos de letón
መደብ:እንግሊዝ	Categoría:Inglaterra
የፎሪየር ሽግግር	Transformada de Fourier
መደብ:የእንግሊዝ ጸሓፊዎች	Categoría:Escritores de Inglaterra
መለጠፊያ:Country data ብራዚል	Plantilla:Geodatos Brasil
መለጠፊያ:Country data ሀንጋሪ	Plantilla:Geodatos Hungría
መደብ:የአፍሪካ አገራት	Categoría:Países de África
መደብ:User ru	Categoría:Wikipedia:Wikipedistas con conocimientos de ruso
መደብ:User ru-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de ruso
መደብ:User ru-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de ruso
መደብ:User ru-4	Categoría:Wikipedia:Wikipedistas con nivel experto de ruso
መደብ:User tr	Categoría:Wikipedia:Wikipedistas con conocimientos de turco
መደብ:User tr-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de turco
መለጠፊያ:Lang	Plantilla:Lang
መደብ:የአሜሪካ ሰዓሊዎች	Categoría:Pintores de Estados Unidos
መደብ:ሠዓሊ	Categoría:Pintores
መደብ:አሪዞና	Categoría:Arizona
መለጠፊያ:IUCN2006	Plantilla:IUCN2006
መደብ:የኢትዮጵያ እግር ኳስ ክለቦች	Categoría:Equipos de fútbol de Etiopía
መደብ:የኢትዮጵያ ወንዞች	Categoría:Ríos de Etiopía
መደብ:የአውሮፓ ሰዎች	Categoría:Europeos
መለጠፊያ:Family tree/step2	Plantilla:Árbol genealógico/step2
መደብ:አንጎላ	Categoría:Angola
መደብ:ኤርትራ	Categoría:Eritrea
መደብ:ላይቤሪያ	Categoría:Liberia
መደብ:ሊቢያ	Categoría:Libia
መደብ:ፆታ	Categoría:Género
መለጠፊያ:ውሕደት	Plantilla:Fusionar
መለጠፊያ:Citation	Plantilla:Obra citada
መደብ:ገንዘብ	Categoría:Monedas
መለጠፊያ:የቋንቋ መረጃ/ቤተሰብ-ቀለም	Plantilla:Ficha de idioma/colores
መደብ:ወንዞች	Categoría:Ríos
መለጠፊያ:Country data ዩጎዝላቪያ	Plantilla:Geodatos Yugoslavia
መደብ:የግሪክ ሰዎች	Categoría:Griegos
መደብ:የኢትዮጵያ ሰዎች	Categoría:Etíopes
መለጠፊያ:Country data ኮሶቮ	Plantilla:Geodatos Kosovo
መደብ:የአርጀንቲና እግር ኳስ ተጫዋቾች	Categoría:Futbolistas de Argentina
መደብ:የብራዚል እግር ኳስ ተጫዋቾች	Categoría:Futbolistas de Brasil
መለጠፊያ:Country data ሞሪታንያ	Plantilla:Geodatos Mauritania
መደብ:የግብፅ ግድቦች	Categoría:Presas de Egipto
መደብ:User nl	Categoría:Wikipedia:Wikipedistas con conocimientos de neerlandés
መደብ:User no	Categoría:Wikipedia:Wikipedistas con conocimientos de noruego
መደብ:User zh-1	Categoría:Wikipedia:Wikipedistas con nivel básico de chino
መደብ:የሱመር ነገሥታት	Categoría:Reyes de Sumeria
መደብ:አርመኒያ	Categoría:Armenia
መደብ:ሥነ ጥምረት	Categoría:Combinatoria enumerativa
መደብ:ፈረንሳዊ ሠዓሊ	Categoría:Pintores de Francia
መደብ:የአሜሪካ መሪዎች	Categoría:Políticos de Estados Unidos
መደብ:የስኮትላንድ ሰዎች	Categoría:Escoceses
መደብ:የፈረንሣይ መሪዎች	Categoría:Políticos de Francia
መደብ:የጣልያን ሰዎች	Categoría:Filósofos de Italia
መደብ:የኢትዮጵያ እግር ኳስ ተጫዋቾች	Categoría:Futbolistas de Etiopía
መደብ:ኡራጓያዊ እግር ኳስ ተጫዋቾች	Categoría:Futbolistas de Uruguay
ጓንግዶንግኛ	Chino cantonés
መደብ:ህንዳዊ-አውሮፓዊ ቋንቋዎች	Categoría:Lenguas indoeuropeas
መደብ:የፈረንሣይ እግር ኳስ ተጫዋቾች	Categoría:Futbolistas de Francia
መደብ:ትሪጎኖሜትሪ	Categoría:Trigonometría
መደብ:ሥነ ስብስብ	Categoría:Teoría de conjuntos
መደብ:የአውሮፕላን ማረፊያዎች	Categoría:Aeropuertos
መደብ:የፖላንድ ሳይንቲስቶች	Categoría:Científicos de Polonia
መደብ:ሳይንቲስቶች	Categoría:Científicos
መደብ:የኢትዮጵያ መልክዐ ምድር	Categoría:Geografía de Etiopía
መደብ:የአሜሪካ ዘፋኞች	Categoría:Cantantes de Estados Unidos
መደብ:ጃማይካ	Categoría:Jamaica
መደብ:የደቡብ አፍሪካ እግር ኳስ ተጫዋቾች	Categoría:Futbolistas de Sudáfrica
መደብ:ሜክሲካዊ እግር ኳስ ተጫዋቾች	Categoría:Futbolistas de México
መለጠፊያ:Country data ዌልስ	Plantilla:Geodatos Gales
መለጠፊያ:Country data ፓፑዋ ኒው ጊኒ	Plantilla:Geodatos Papúa Nueva Guinea
መደብ:የፈረንሣይ ፕሬዚዳንት	Categoría:Presidentes de Francia
መደብ:ኡሩጓይ	Categoría:Uruguay
መደብ:ፍራፍሬ	Categoría:Frutas
መደብ:ፓርቲዎች	Categoría:Partidos políticos
መደብ:የሰው ልጅ ጥናት	Categoría:Antropología
መደብ:ያሁ	Categoría:Yahoo!
መደብ:የአሜሪካ የጥበብ ሰዎች	Categoría:Artistas de Estados Unidos
መደብ:የዱር አራዊት	Categoría:Animales
መደብ:ዩማ ካውንቲ፥ አሪዞና	Categoría:Condado de Yuma (Arizona)
መደብ:የሙዚቃ መሣሪያዎች	Categoría:Instrumentos musicales
መለጠፊያ:MedalCompetition	Plantilla:CompeticionDeMedalla
መደብ:አልባሳት	Categoría:Indumentaria
መደብ:ዋና ከተሞች	Categoría:Capitales nacionales
መደብ:ስሜን አፍሪቃ	Categoría:África del Norte
መደብ:ሥነ ቅርስ	Categoría:Arqueología
መደብ:User pl	Categoría:Wikipedia:Wikipedistas con conocimientos de polaco
መደብ:ሮማንስ ቋንቋዎች	Categoría:Lenguas romances
መደብ:ቤተሠብ	Categoría:Familia
መደብ:ግራፍ	Categoría:Teoría de grafos
መደብ:ስሜን አሜሪካ	Categoría:América del Norte
መደብ:ተከታታይ ፊልሞች	Categoría:Series de películas
ካሮት	Daucus carota
መደብ:የኢትዮጵያ ከተሞች	Categoría:Localidades de Etiopía
መደብ:የአውስትራልያ ከተሞች	Categoría:Localidades de Australia
መደብ:የጣልያን ከተሞች	Categoría:Localidades de Italia
መደብ:የኢትዮጵያ ተራሮች	Categoría:Montañas de Etiopía
መደብ:ጋብቻ	Categoría:Matrimonio
መደብ:ስኮትላንድ	Categoría:Escocia
መደብ:የኢትዮጵያ ቋንቋዎች	Categoría:Lenguas de Etiopía
ሐቲ	Hatti (pueblo)
መለጠፊያ:Country data የጣሊያን መንግሥት	Plantilla:Geodatos Reino de Italia
መደብ:የኢትዮጵያ ጸሓፊዎች	Categoría:Escritores de Etiopía
ሲያትል የህዝብ ቤተ መጻሕፍት	Biblioteca Pública de Seattle
መለጠፊያ:Decadebox	Plantilla:Década
መደብ:በአሜሪካ የትምህርት ቤት ክልሎች	Categoría:Distritos escolares de Estados Unidos
መደብ:ጥናታዊ ፊልሞች	Categoría:Documentales
መለጠፊያ:Country data እስፓንያ	Plantilla:Geodatos España
መለጠፊያ:Country data ካናዳ	Plantilla:Geodatos Canadá
መለጠፊያ:Country data የዩጎዝላቪያ መንግሥት	Plantilla:Geodatos Reino de Yugoslavia
መለጠፊያ:Country data ማላዊ	Plantilla:Geodatos Malaui
መለጠፊያ:Country data ሞሪሽየስ	Plantilla:Geodatos Mauricio
መለጠፊያ:Country data ሞንጎልያ	Plantilla:Geodatos Mongolia
መለጠፊያ:Country data ሩዋንዳ	Plantilla:Geodatos Ruanda
መለጠፊያ:Country data ሲንጋፖር	Plantilla:Geodatos Singapur
በር:ሒሳብ	Portal:Matemática
ትሮያኒ፣ ማሶቪያ	Trojany
ጥገኛ አምክንዮ	Condicional material
መደብ:ኦሞቲክ ቋንቋዎች	Categoría:Lenguas omóticas
መደብ:እንግሊዝኛ	Categoría:Idioma inglés
ሴኬም	Siquem
መደብ:የኢትዮጵያ ክልሎች	Categoría:Regiones de Etiopía
መደብ:አፋር ክልል	Categoría:Región Afar
መደብ:አፓቼ ካውንቲ፥ አሪዞና	Categoría:Condado de Apache
መደብ:የጠፈር ጉዞ	Categoría:Exploración espacial
መደብ:የኢትዮጵያ መሪዎች	Categoría:Políticos de Etiopía
መደብ:ፊፋ የዓለም ዋንጫ	Categoría:Copa Mundial de Fútbol
መደብ:ጀርመናዊ ቋንቋዎች	Categoría:Lenguas germánicas
መደብ:ሒላ ካውንቲ፥ አሪዞና	Categoría:Condado de Gila
መደብ:ግራህም ካውንቲ፥ አሪዞና	Categoría:Condado de Graham (Arizona)
መደብ:ግሪንሊ ካውንቲ፥ አሪዞና	Categoría:Condado de Greenlee
መደብ:ላ ፓዝ ካውንቲ፥ አሪዞና	Categoría:Condado de La Paz
መደብ:የኢትዮጵያ ሐይቆች	Categoría:Lagos de Etiopía
መደብ:ማሪኮፓ ካውንቲ፥ አሪዞና	Categoría:Condado de Maricopa
መለጠፊያ:ያዳምጡ	Plantilla:Multimedia
መደብ:ሳንታ ክሩዝ ካውንቲ፥ አሪዞና	Categoría:Condado de Santa Cruz (Arizona)
መደብ:ሴማዊ ቋንቋዎች	Categoría:Lenguas semíticas
መደብ:የጽህፈት መሳሪያዎች	Categoría:Papelería
መደብ:የመድኃኒት እጽዋት	Categoría:Plantas medicinales
መደብ:ኮቻይስ ካውንቲ፥ አሪዞና	Categoría:Condado de Cochise
መደብ:ኮኮኒኖ ካውንቲ፥ አሪዞና	Categoría:Condado de Coconino
መደብ:ኬልቲክ ቋንቋዎች	Categoría:Lenguas celtas
መደብ:ኩሺቲክ ቋንቋዎች	Categoría:Lenguas cushitas
መደብ:ያቫፓይ ካውንቲ፥ አሪዞና	Categoría:Condado de Yavapai
መለጠፊያ:Image label begin	Plantilla:Etiqueta imagen inicio
መደብ:ሞሃቬ ካውንቲ፥ አሪዞና	Categoría:Condado de Mohave
መደብ:የሲክዮን ነገሥታት	Categoría:Reyes de Sición
መትራሃ	Mitraha
መደብ:ናቫሖ ካውንቲ፥ አሪዞና	Categoría:Condado de Navajo
