Afríka	África
Flokkur:Héruð í Danmörku	Categoría:Municipios de Dinamarca
Flokkur:Kraftlyftingar	Categoría:Levantamiento de potencia
Flokkur:Stríð eftir tímabilum	Categoría:Guerras por período
Wikipedia:Velkomnir nýherjar	Wikipedia:Bienvenidos
Flokkur:Blásturshljóðfæri	Categoría:Instrumentos de viento
Flokkur:Breskir bílaframleiðendur	Categoría:Fabricantes de automóviles de Inglaterra
Flokkur:Mosi	Categoría:Bryophyta
Hallur Gissurarson	Hallur Gissurarson
Hálfdan Sæmundsson	Hálfdan Sæmundsson
Hörður Torfason	Hörður Torfason
Flokkur:Hlutar dags	Categoría:Partes del día
Flokkur:Dalir á Íslandi	Categoría:Valles de Islandia
Flokkur:Háskólar í Danmörku	Categoría:Universidades de Dinamarca
Flokkur:Los Angeles	Categoría:Los Ángeles
Flokkur:Eiginlegir þrestir	Categoría:Turdus
Flokkur:Eldfjöll á Mars	Categoría:Volcanes de Marte
Flokkur:Fyrirbærafræðingar	Categoría:Fenomenólogos
Flokkur:Breskir fjölmiðlar	Categoría:Medios de comunicación de Reino Unido
Jón murtur Snorrason	Jón murtur Snorrason
Flokkur:Miðaldaheimspekingar	Categoría:Filósofos de la Edad Media
Flokkur:Háskólar í Finnlandi	Categoría:Universidades de Finlandia
Flokkur:Sveitarfélög á Grænlandi	Categoría:Municipios de Groenlandia
Flokkur:Forsætisráðherrar Íslands	Categoría:Primeros ministros de Islandia
Flokkur:Forsætisráðherrar Tékkóslóvakíu	Categoría:Primeros ministros de Checoslovaquia
Lögrétta	Lögrétta
Flokkur:Söfn á Íslandi	Categoría:Museos de Islandia
Medúsa (fjöllistahópur)	Medúsa
Flokkur:Þýskar tónlistarhátíðir	Categoría:Festivales de música de Alemania
Flokkur:Bandarískar tónlistarhátíðir	Categoría:Festivales de música de Estados Unidos
Flokkur:Íslenskir þjóðgarðar	Categoría:Parques nacionales de Islandia
Flokkur:Úlfaldaætt	Categoría:Camelidae
Flokkur:Kirkjur í Túnis	Categoría:Iglesias de Túnez
Flokkur:Nígerkongótungumál	Categoría:Lenguas Níger-Congo
Flokkur:Sænskir sagnfræðingar	Categoría:Historiadores de Suecia
Flokkur:Norskir listmálarar	Categoría:Pintores de Noruega
Flokkur:Fylki Noregs	Categoría:Provincias de Noruega
Flokkur:Orkneyjar	Categoría:Islas Órcadas
Flokkur:Borgir í Illinois	Categoría:Ciudades de Illinois
Flokkur:Borgir í Louisiana	Categoría:Ciudades de Luisiana
Flokkur:Borgir í Montana	Categoría:Localidades de Montana
Flokkur:Borgir í New Jersey	Categoría:Ciudades de Nueva Jersey
Flokkur:Borgir í Ohio	Categoría:Ciudades de Ohio
Flokkur:Borgir í Oklahoma	Categoría:Ciudades de Oklahoma
Flokkur:Borgir í Pennsylvaníu	Categoría:Ciudades de Pensilvania
Flokkur:Borgir í Texas	Categoría:Ciudades de Texas
Flokkur:Úrölsk tungumál	Categoría:Lenguas urálicas
Flokkur:Austurrískar hljómsveitir	Categoría:Grupos de música de Austria
Flokkur:Forngrísk skáld	Categoría:Poetas de la Antigua Grecia
Flokkur:Forngrískir heimspekingar	Categoría:Filósofos de la Antigua Grecia
Roughness and Toughness	Roughness and Toughness
Flokkur:Uppeldisfræði	Categoría:Pedagogía
Flokkur:Aristótelískir heimspekingar	Categoría:Filósofos peripatéticos
Flokkur:Fjallaland	Categoría:Piamonte
Sighvatur Surtsson	Sighvatur Surtsson
Hvamm-Sturla	Sturla Þórðarson (el viejo)
Flokkur:Afrísk stjórnmál	Categoría:Política de África
Flokkur:Pólskir listmálarar	Categoría:Pintores de Polonia
Teitur Þorvaldsson	Teitur Þorvaldsson
Flokkur:Forsögulegur tími	Categoría:Prehistoria
Flokkur:Forsetar Gabon	Categoría:Presidentes de Gabón
Flokkur:Forsetar Íslands	Categoría:Presidentes de Islandia
H7N9	Influenzavirus A subtipo H7N9
Snið:Málsnið	Wikipedia:Babel/Idiomas
Þorkell máni	Þorkell máni Þorsteinsson
Þórður Sturluson	Þórður Sturluson
Flokkur:Los Ríos-fylki	Categoría:Región de Los Ríos
Flokkur:Los Lagos-fylki	Categoría:Región de Los Lagos
Flokkur:Transylvanía	Categoría:Transilvania
Flokkur:Tékkneskir tónlistarmenn	Categoría:Músicos de la República Checa
Flokkur:Íslensk jarðgöng	Categoría:Túneles de Islandia
Flokkur:Háskólar í Kaliforníu	Categoría:Universidades de California
Flokkur:Háskólar í Virginíu	Categoría:Universidades de Virginia
Flokkur:Kvikmyndagerð á Íslandi	Categoría:Cine de Islandia
Flokkur:Eldfjöll í Chile	Categoría:Volcanes de Chile
Flokkur:Sjö undur veraldar	Categoría:Siete Maravillas del Mundo
Flokkur:Nóbelsverðlaunahafar í hagfræði	Categoría:Premio Nobel de Economía
Flokkur:Háskólar í Sviss	Categoría:Universidades de Suiza
Snið:HUN	Plantilla:HUN
Flokkur:Borgir	Categoría:Localidades
Likoma	Isla Likoma
Wikipedia:CommonsTicker	Wikiproyecto:CommonsTicker
Red Dragon	El dragón rojo (novela)
Flokkur:Háskólar á Íslandi	Categoría:Universidades de Islandia
Flokkur:Háskólar í Tennessee	Categoría:Universidades de Tennessee
Flokkur:Færeysk fyrirtæki	Categoría:Empresas de las Islas Feroe
Flokkur:Bandarískir textafræðingar	Categoría:Filólogos de Estados Unidos
Flokkur:Sænskir textafræðingar	Categoría:Filólogos de Suecia
Þvertala	Número imaginario
Flokkur:Vestfirðir	Categoría:Vestfirðir
Flokkur:Söngtifur	Categoría:Cicadidae
Flokkur:Geitfé	Categoría:Caprinae
Flokkur:Xenofon	Categoría:Jenofonte
Flokkur:Norskir sagnfræðingar	Categoría:Historiadores de Noruega
Flokkur:Forsíðusnið	Categoría:Wikipedia:Plantillas de la portada
Kyrrahafsjaðar	Cuenca del Pacífico
Flokkur:Notandi sq-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de albanés
Hjálp:Námskeið/Heimildaskráning	Ayuda:Tutorial (enlaces externos)
Flokkur:Bókaáratugurinn 1881-1890	Categoría:Libros de los años 1880
Flokkur:McDonnell-flugvélar	Categoría:Aeronaves de McDonnell
Flokkur:Enskir fornleifafræðingar	Categoría:Arqueólogos de Inglaterra
Flokkur:Dómkirkjur á Íslandi	Categoría:Catedrales de Islandia
Geitungar	Avispa
Flokkur:Vesturland	Categoría:Vesturland
Flokkur:Stríð á 19. öld	Categoría:Guerras del siglo XIX
Flokkur:Austurland	Categoría:Austurland
Flokkur:Farsímastaðlar	Categoría:Estándares de telefonía móvil
Flokkur:Ostar	Categoría:Quesos
Flokkur:Nasistaleiðtogar	Categoría:Líderes nazis
Snið:Sgx	Plantilla:Sgx
Snið:IUCN	Plantilla:IUCN
Snið:MusicBrainz-listamaður	Plantilla:MusicBrainz artista
Flokkur:Fólk í Persastríðunum	Categoría:Personas de las Guerras Médicas
Rígsþula	Ríg
Flokkur:Notandi en-1	Categoría:Wikipedia:Wikipedistas con nivel básico de inglés
Flokkur:Fólk fætt árið 1930	Categoría:Nacidos en 1930
Flokkur:Fólk fætt árið 1946	Categoría:Nacidos en 1946
Flokkur:Notandi de-1	Categoría:Wikipedia:Wikipedistas con nivel básico de alemán
Flokkur:Fólk fætt árið 1920	Categoría:Nacidos en 1920
Flokkur:Fólk fætt árið 1956	Categoría:Nacidos en 1956
Flokkur:Fólk fætt árið 1933	Categoría:Nacidos en 1933
Flokkur:Fólk fætt árið 1911	Categoría:Nacidos en 1911
Flokkur:Fólk fætt árið 1937	Categoría:Nacidos en 1937
Flokkur:Fólk fætt árið 1948	Categoría:Nacidos en 1948
Flokkur:Notandi da-M	Categoría:Wikipedia:Wikipedistas con nivel nativo de danés
Flokkur:Fólk dáið árið 1978	Categoría:Fallecidos en 1978
Flokkur:Fólk fætt árið 1921	Categoría:Nacidos en 1921
Flokkur:Fólk fætt árið 1924	Categoría:Nacidos en 1924
Flokkur:Fólk fætt árið 1926	Categoría:Nacidos en 1926
Flokkur:Fólk fætt árið 1950	Categoría:Nacidos en 1950
Flokkur:Berg	Categoría:Rocas
Flokkur:Fólk fætt árið 1964	Categoría:Nacidos en 1964
Flokkur:Bandarískir leikarar	Categoría:Actores de Estados Unidos
Flokkur:Fólk dáið árið 1979	Categoría:Fallecidos en 1979
Flokkur:Hljómplötur gefnar út árið 1996	Categoría:Álbumes de 1996
Flokkur:Hljómplötur gefnar út árið 2000	Categoría:Álbumes de 2000
Flokkur:Hljómplötur gefnar út árið 2004	Categoría:Álbumes de 2004
Flokkur:Hljómplötur gefnar út árið 2005	Categoría:Álbumes de 2005
Flokkur:Hljómplötur gefnar út árið 2009	Categoría:Álbumes de 2009
Flokkur:Fólk dáið árið 2010	Categoría:Fallecidos en 2010
Flokkur:Bókmenntaverðlaun Norðurlandaráðs	Categoría:Premio de Literatura del Consejo Nórdico
Flokkur:Sýslur á Írlandi	Categoría:Condados de Irlanda
Flokkur:Firðir á Austurlandi	Categoría:Fiordos de Austurland
Flokkur:Sjóræningjar	Categoría:Piratas y corsarios
Flokkur:Frumbyggjar Ameríku	Categoría:Amerindios
Flokkur:Höfuðborgarsvæði Íslands	Categoría:Höfuðborgarsvæði
Flokkur:Sænskir bifreiðaframleiðendur	Categoría:Fabricantes de automóviles de Suecia
Flokkur:Kirkjur í Reykjavík	Categoría:Iglesias de Reikiavik
Flokkur:Konungar Spánar	Categoría:Reyes de España
Flokkur:Forngrískir stærðfræðingar	Categoría:Matemáticos de la Antigua Grecia
Flokkur:Miðborg Reykjavíkur	Categoría:Miðborg
Flokkur:Dýrlingar	Categoría:Santos
Flokkur:Skarfar	Categoría:Leucocarbo
Flokkur:Suðurland	Categoría:Suðurland
Flokkur:Suðurnes	Categoría:Suðurnes
Flokkur:Vatnajökull	Categoría:Vatnajökull
Flokkur:Vesturbær Reykjavíkur	Categoría:Vesturbær
Flokkur:Þingvellir	Categoría:Þingvellir
Flokkur:Sjónvarpsstöðvar eftir löndum	Categoría:Canales de televisión por país
Flokkur:Þýskir leikarar	Categoría:Actores de Alemania
Flokkur:Dýfingar	Categoría:Saltos
Flokkur:Tölvuleikjahönnuðir	Categoría:Diseñadores de videojuegos
Flokkur:Uppeldisfræðingar	Categoría:Pedagogos
Flokkur:Sænskir sjónvarpsþættir	Categoría:Programas de televisión de Suecia
Atburður (líkindafræði)	Evento estadístico
Blóðmaurar	Ixodida
Tvískipting	Dicotomía
Hjálp:Minniháttar breyting	Ayuda:Edición menor
Jónsmessunótt	Fiesta de San Juan
Hafliðaskrá	Hafliðaskrá
Hallgerður Höskuldsdóttir	Hallgerðr Höskuldsdóttir
Ebóla	Ebolavirus
Steyr TMP	Steyr TMP
Jarðhiti	Climatización geotérmica
Snið:DesemberDagatal	Plantilla:Diciembre
Greinarmerki	Signo de puntuación
Wikipedia:Hvernig á að lesa flokkunarfræðilegar upplýsingar	Ayuda:Cómo leer una ficha de taxón
Flokkur:Enska úrvalsdeildin	Categoría:Premier League
Sálin hans Jóns míns (hljómsveit)	Sálin hans Jóns míns
Vändåtberget	Vändåtberget
Listi yfir forsætisráðherra Bretlands	Anexo:Primeros ministros del Reino Unido
Wikipedia:Fréttatilkynningar	Wikipedia:Comunicados de prensa
Wikipedia:WikiProject Check Wikipedia/Translation	Wikiproyecto:Check Wikipedia/Translation
Hjálp:Námskeið/Spjallsíður	Ayuda:Tutorial (páginas de discusión)
Hjálp:Námskeið/Nokkur mikilvæg atriði	Ayuda:Tutorial (políticas)
Snið:Brot	Plantilla:Fracción
Hljómfall	Prosodia
Snið:Super Bowl	Plantilla:Ficha de Super Bowl
Wikipedia:Kynning 3	Ayuda:Introducción 3
Snið:Aldatafla	Plantilla:Siglo
Moldavía	Principado de Moldavia
Snið:Potturinn	Wikipedia:Café/Portal
Grímur Svertingsson	Grímur Svertingsson
Þórarins þáttur ofsa	Þórarins þáttr ofsa
Hjálp:Námskeið/Lokaorð	Ayuda:Tutorial (para terminar)
Hjálp:Námskeið/Skráning	Ayuda:Tutorial (registro)
Snið:FKr	Plantilla:AC
Geirmundur heljarskinn Hjörsson	Geirmundur heljarskinn Hjörsson
Snið:Borgarhlutar í London	Plantilla:Distribución administrativa de Londres
Snið:Skráarforsnið	Plantilla:Ficha de formato de archivo
Hjálp:Að skrifa betri greinar	Wikipedia:Escribir mejores artículos
Guðmundur gríss Ámundason	Guðmundr gríss Ámundason
Snið:Notandi Tyrkland	Plantilla:·País (tr)
Revolver Ocelot	Revolver Ocelot
Wikipedia:Visual Editor	Wikipedia:Editor visual
Snið:IUCN2007	Plantilla:IUCN2007
Púðursykur	Azúcar moreno
Snið:TSE	Plantilla:TSE
Wikipedia:Blöðruflakk	Wikipedia:Popups de navegación
Kvikmyndaverin	Sistema de estudios
Snið:Sýnilegt líf	Plantilla:Fanerozoico horizontal
Nadia	Nadia
Bitormur	Anquilostomiasis
Grímur geitskör	Grimur Geitskor
Guðmundur Eyjólfsson ríki	Gudmundur Eyjólfsson
Jörmundur Ingi Hansen	Jörmundur Ingi Hansen
Ketill Þorláksson	Ketill Þorláksson
Kolbeinn Flosason	Kolbeinn Flosason
Sáttarfórn	Coéforos
Grettir Ásmundarson	Grettir Ásmundarson
Sigurður Ormsson	Sigurður Ormsson
Úlfur skjálgi Högnason	Úlfur skjálgi Högnason
Listi yfir forritunarmál í stafrófsröð	Anexo:Lenguajes de programación
Helgi magri	Helgi Eyvindarson
Snið:Cite thesis	Plantilla:Cita tesis
Saga Englands	Historia de Inglaterra
Sváfaland	Suabia
Serengeti-þjóðgarðurinn	Parque nacional Serengueti
Wikipedia:VisualEditor/Spurt og svarað	Wikipedia:Editor visual/FAQ
So You Think You Can Dance (1. þáttaröð)	Anexo:So You Think You Can Dance (Temporada 1)
Þorvarðar þáttur krákunefs	Þorvarðar þáttr krákunefs
Flokkur:Epikúrismi	Categoría:Epicureísmo
Nostalgía	Nostalgia
Darth Vader	Darth Vader
Mannvistarlandfræði	Geografía humana
Hreðka	Raphanus sativus
Forseti Argentínu	Presidente de la Nación Argentina
Snið:Infobox Bot	Plantilla:Ficha de bot
Snið:MSW3 Groves	Plantilla:MSW3 Groves
Lífsgæði	Calidad de vida
Flokkur:Matur	Categoría:Gastronomía
Flokkur:Tölvuknattspyrnuleikir	Categoría:Videojuegos de fútbol
Kotasæla	Cottage
Espinho	Espinho
Botnvík	Bahía de Botnia
Mjólkursýrugerlar	Cultivos lácticos
Þvageitrun	Uremia
Kim Cesarion	Kim Cesarion
Wikipedia:Notendur eftir breytingafjölda	Wikipedia:Ranking de ediciones
Snið:Infobox animanga/Skáldsaga	Plantilla:Infobox animanga principal
Persaflóastríðin	Guerra del Golfo (desambiguación)
Flokkur:Skoskir leikarar	Categoría:Actores de Escocia
Snið:GeoTemplate/Lang	Plantilla:GeoTemplate/lang
Snið:Notandi Pólland	Plantilla:·País (pl-n)
Edward Snowden	Edward Snowden
Gróhirsla	Esporangio
Snið:16 liða úrslit	Plantilla:Copa de 16 equipos con tercer lugar
Snið:Amex	Plantilla:NYSE MKT
Flokkur:Þýðingarfræði	Categoría:Traductología
Chips	Chips
Prins Georg af Cambridge	Jorge de Cambridge (2013)
Helgi bjóla Ketilsson	Helgi bjóla Ketilsson
Minions (kvikmynd)	Minions (película)
Hegningarhúsið	Hegningarhúsið
Long Time Gone	Long Time Gone
Nítíða saga	Nítíða saga
Hugræn meðferð	Terapia cognitiva
Svarðfletting	Escalpelamiento
Flokkur:Tilfinningar	Categoría:Sentimientos
Siglingakeppni	Vela (deporte)
Chromecast	Google Chromecast
Flokkur:Beykibálkur	Categoría:Fagales
Ormsbók	Ormsbók
Griplur	Dendrita
Snið:Potd	Plantilla:IDDC
William	William (nombre)
Snið:TickerEntry	Plantilla:TickerEntry
Snið:H5N1	Plantilla:H5N1
Virt	Mosto de la cerveza
Snið:BMV	Plantilla:BMV
Snið:Notandi Wikimedia Incubator	Usuario:Userbox/Usuario Wikimedia Incubator
Próserpína	Proserpina
Daniel	Daniel (nombre)
Wikipedia:Notendur/matur	Usuario:Userbox/Alimentos
Samfélagsfræði	Estudios sociales
Gossip Girl (2. þáttaröð)	Gossip Girl (Temporada 2)
Gátt:Líftækni	Portal:Biotecnología
Raunvísindi	Ciencias físicas
Pedro Marieluz Garcés	Pedro Marieluz Garcés
Aldurstakmark (kvikmyndir)	Clasificación por edades (cine)
Snið:Country data Óman	Plantilla:Geodatos Omán
Öndóttur (landnámsmaður)	Öndóttur
Hjalti Þórðarson	Hjalti Þórðarson
Kolbeinn Sigmundarson	Kolbeinn Sigmundarson
Þorsteinn svarfaður Rauðsson	Þorsteinn svarfaður Rauðsson
Ljótólfur goði	Ljótólfur Goði
Uni danski	Uni el Danés
Ingimundur gamli Þorsteinsson	Ingimundur Þorsteinsson
Sáðlát	Eyaculación
Eiríkur Hróaldsson	Eiríkur Hróaldsson
Flokkur:Heimavistir í Harry Potter	Categoría:Casas de Hogwarts
Örlygur gamli Hrappsson	Örlygur Hrappsson
Þórður skeggi Hrappsson	Þórður Hrappsson
Hámundur heljarskinn Hjörsson	Hámundur heljarskinn Hjörsson
Sæmundur suðureyski	Sæmundur suðureyski
Auðunn rotinn Þórólfsson	Auðunn rotinn Þórólfsson
Þorgeir Þórðarson	Þorgeir Þórðarson
Skeggi Böðólfsson	Skeggi Böðólfsson
Böðólfur Grímsson	Böðólfur Grímsson
Hrolleifur mikli Arnhallsson	Hrólleifur Arnaldsson
Vébjörn Végeirsson Sygnakappi	Vébjörn sygnakappi Végeirsson
Saltkex	Galleta de soda
Flokksdeild	Pelotón
Cheek to Cheek	Cheek to Cheek (álbum)
Yun Hyon-seok	Yun Hyon-seok
Hrafn heimski Valgarðsson	Hrafn heimski Valgarðsson
Reykjanes	Categoría:Reykjanes
The Common Linnets	The Common Linnets
Vígslustig klerka	Órdenes menores
Svartur á leik	Svartur á leik
Jakob Benediktsson	Jakob Benediktsson
Leiðólfur kappi	Leiðólfur kappi
Kerfissíða:Nýlegar breytingar	Especial:CambiosRecientes
Flokkur:Bókaárið 1740	Categoría:Libros de 1740
Lýtingur Arnbjarnarson	Lýtingur Arnbjörnsson
Pombia Safari Park	Safari Park de Pombia
Aron Hjörleifsson	Aron Hjörleifsson
Auðunn skökull Bjarnarson	Auðunn skökull Bjarnarson
Eyvindur Þorsteinsson	Eyvindur Þorsteinsson
Hallur Hrafnsson	Hallur Hrafnsson
Jökull Ingimundarson	Jökull Ingimundarson
Ketill fíflski	Ketill Jórunsson
Kolbeinn kaldaljós Arnórsson	Staðar-Kolbeinn
Vésteinn Végeirsson	Vesteinn Vegeirsson
Ásgrímur Öndóttsson	Ásgrímur Öndóttsson
Flokkur:Notandi ja-4	Categoría:Wikipedia:Wikipedistas con nivel experto de japonés
Module:Strengur	Módulo:String
Module:Hnit	Módulo:Coordenadas
Module:Math	Módulo:Math
Module:Infobox	Módulo:Ficha
Eysteinn Rauðúlfsson	Eysteinn Rauðúlfsson
Þórir snepill Ketilsson	Þórir Ketilsson
Örlygur Böðvarsson	Örlygur Böðvarsson
Þorgeir Ásgrímsson	Þorgeir Ásgrímsson
Þorbjörn loki Böðmóðsson	Þorbjörn loki Böðmóðsson
Skinna-Björn Skeggjason	Björn Skeggjason
Bjarneyjar	Bjarneyjar
Úlfur Grímsson	Úlfur Grímsson
Grímur háleyski Þórisson	Grímur háleyski Þórisson
Hrómundur Þórisson	Hrómundur Þórisson
Grenjaður Hrappsson	Grenjáður Hráppsson
Brúni hvíti Háreksson	Brúni hvíti Háreksson
Eilífur örn Atlason	Eilífur örn Atlason
Reistur Ketilsson	Reistur Ketilsson
Teigarhorn	Teigarhorn
Flokkur:Fólk dáið árið 1976	Categoría:Fallecidos en 1976
Flokkur:Fólk dáið árið 1975	Categoría:Fallecidos en 1975
Flokkur:Fólk dáið árið 1974	Categoría:Fallecidos en 1974
Franco Trappoli	Franco Trappoli
Þórður Narfason	Þórður Narfason
Snorri Markússon	Snorri Markússon
Júlía	Julia
Pollapönk	Pollapönk
Álftafjörður	Álftafjörður
Wikipedia:Visual Editor/TemplateData	Wikipedia:TemplateData
Krímskagakreppan 2014	Crisis de Crimea de 2014
Vatnsaflsvirkjun	Central hidroeléctrica
Fjármagn á 21. öldinni	El capital en el siglo XXI
Andreas Christensen	Andreas Christensen
Adela	Adela
Afhending	Afhent
Ævar gamli Ketilsson	Ævar gamli Ketilsson
Alexanders saga	Alexanders saga
Ásmundur Öndóttsson	Ásmundur Öndóttsson
Arnór Helgason	Arnór Helgason
Laxdælir	Hvammverjar
Lillian	Liliana (nombre)
Björn Einarsson Jórsalafari	Björn jorsalfari Einarsson
Björn Gilsson	Björn Gilsson
Þorbjörn öngull	Þorbjörn öngull
Þórir Grímsson	Þórir Grímsson
Braghenda	Braghent
Brandur Sæmundsson	Brandur Sæmundsson
Bótólfur (biskup)	Bótólfur
Drekkingarhylur	Drekkingarhylur
Flateyjarannáll	Flateyjarannáll
Grímólfur	Grímólfur
Snakkur	Bjära
Hegranes	Hegranes
Heinrekur Kársson	Heinrekur Kársson
Helgi Hrólfsson	Helgi Hrólfsson
Stúfhenda	Stafhent
Hrollaugur Rögnvaldsson	Hrollaug Rögnvaldarson
Hrosskell Þorsteinsson	Hrosskell Þorsteinsson
Hrólfur Helgason	Hrólfr Helgasson
Teitur Bersason	Teitur Bersason
Jörundur háls	Jörundur Þórisson
Ketilbjörn gamli	Ketilbjörn Ketilsson
Ketill hörðski Þorsteinsson	Ketill hörðski Þorsteinsson
Ketill Þorsteinsson	Ketill Þorsteinsson
Vöðlavík	Vaðlavík
Gæs	Ganso
Flokkur:Pönkhljómsveitir	Categoría:Grupos de punk rock
Flokkur:Bókaárið 1804	Categoría:Libros de 1804
Kreppan í Úkraínu	Crisis en Ucrania de 2013-2015
Flokkur:Fljót í Afríku	Categoría:Ríos de África
Swift	Swift (lenguaje de programación)
Persía	Persia
Þorleifs þáttur jarlsskálds	Þorleifs þáttr jarlaskálds
Maurizio Malvestiti	Mauricio Malvestiti
Holuhraun	Holuhraun
Hugsuðurinn	El pensador
Apple Watch	Apple Watch
María (nafn)	María (nombre)
Rúben	Reuben
Sofía (nafn)	Sofía (nombre)
Flokkur:Síður með eins gildi í ítengingu sniðs	Categoría:Wikipedia:Páginas con plantillas con argumentos duplicados
Sníkjuvespur	Parasitica
Skotárásin á Charlie Hebdo	Atentado contra Charlie Hebdo
Skotárásin í Kaupmannahöfn	Atentados de Copenhague de 2015
