Африк	África
Загвар:Hu icon	Plantilla:Hu
Ангилал:Энэтхэгийн далай	Categoría:Océano Índico
Ангилал:Макао	Categoría:Macao
Ангилал:Тээврийн хэрэгслүүд	Categoría:Vehículos
Ангилал:ЮНЕСКО	Categoría:Unesco
Ангилал:Лексус тээврийн хэрэгслүүд	Categoría:Modelos de Lexus
Ангилал:Автомашинууд	Categoría:Automoción
Ангилал:Танкууд	Categoría:Carros de combate
Ангилал:Түүхэн улсууд	Categoría:Estados desaparecidos
Ангилал:Аргентины ерөнхийлөгчид	Categoría:Presidentes de Argentina
Ангилал:Фашистууд	Categoría:Fascistas
Ангилал:Италийн фашистууд	Categoría:Fascistas de Italia
Ангилал:Өмнөд Солонгосын хамтлагууд	Categoría:Grupos de música de Corea del Sur
Ангилал:Хойд Америкийн нийслэлүүд	Categoría:Capitales de América del Norte
Ангилал:Өмнөд Америкийн нийслэлүүд	Categoría:Capitales de América del Sur
Ангилал:Мексикийн хотууд	Categoría:Localidades de México
Ангилал:Африкийн нийслэлүүд	Categoría:Capitales de África
Ангилал:Монгол орны соёл	Categoría:Cultura de Mongolia
Ангилал:Ираны соёл	Categoría:Cultura de Irán
Ангилал:Төвөд соёл	Categoría:Cultura de Tíbet
Ангилал:Ираны нийгэм	Categoría:Sociedad de Irán
Ангилал:Европын Холбоо	Categoría:Comisión Europea
Ангилал:Нигерийн хотууд	Categoría:Localidades de Níger
Ангилал:Никарагуагийн хотууд	Categoría:Localidades de Nicaragua
Ангилал:Румын улсын хот	Categoría:Localidades de Rumania
Ангилал:Люксембургийн хотууд	Categoría:Ciudades de Luxemburgo
Ангилал:Молдав улсын хот	Categoría:Localidades de Moldavia
Ангилал:Вьетнамын хот	Categoría:Localidades de Vietnam
Ангилал:Бельгийн хот	Categoría:Localidades de Bélgica
Ангилал:Бразилын хотууд	Categoría:Localidades de Brasil
Ангилал:Азербайжаны хот	Categoría:Localidades de Azerbaiyán
Ангилал:Афган улсын хот	Categoría:Localidades de Afganistán
Ангилал:Этиопын хот	Categoría:Localidades de Etiopía
Ангилал:Австрал улсын хот	Categoría:Localidades de Australia
Ангилал:Украйны хот	Categoría:Localidades de Ucrania
Ангилал:Италийн хотууд	Categoría:Localidades de Italia
Ангилал:Замбийн хотууд	Categoría:Localidades de Zambia
Ангилал:Умар Солонгосын хот	Categoría:Localidades de Corea del Norte
Ангилал:Зимбабвегийн хотууд	Categoría:Localidades de Zimbabue
Ангилал:Кенийн хотууд	Categoría:Localidades de Kenia
Ангилал:Коморын хотууд	Categoría:Localidades de Comoras
Ангилал:Туркмен улсын хот	Categoría:Localidades de Turkmenistán
Ангилал:Маршаллын арлуудын арлууд	Categoría:Archipiélagos e islas de las Islas Marshall
Ангилал:Армен орны нуур	Categoría:Lagos de Armenia
Ангилал:Азербайжан орны нуур	Categoría:Lagos de Azerbaiyán
Ангилал:Өмнө Солонгосын бэйсболчид	Categoría:Beisbolistas de Corea del Sur
Ангилал:Руандагийн хотууд	Categoría:Localidades de Ruanda
Ангилал:Бангладешийн хот	Categoría:Localidades de Bangladés
Ангилал:Кубын хотууд	Categoría:Localidades de Cuba
Ангилал:Монгол орны уул нурууд	Categoría:Montañas de Mongolia
Ангилал:Португалын уул нуруу	Categoría:Montañas de Portugal
Ангилал:Индонезийн арлууд	Categoría:Archipiélagos e islas de Indonesia
Ангилал:Хойд Солонгосын тамирчид	Categoría:Deportistas de Corea del Norte
Ангилал:Гвинейн хот	Categoría:Localidades de Guinea
Ангилал:Литва улсын хот	Categoría:Localidades de Lituania
Ангилал:Coldplay	Categoría:Coldplay
Ангилал:Шотланд	Categoría:Escocia
Ангилал:Монголын хэл	Categoría:Lenguas de Mongolia
Ангилал:Монголын утга зохиол	Categoría:Literatura de Mongolia
Ангилал:Монголын хөгжмийн урлаг	Categoría:Música de Mongolia
Ангилал:Монгол хоол	Categoría:Gastronomía de Mongolia
Ангилал:Поло	Categoría:Polo
Ангилал:Европын орны нийслэл	Categoría:Capitales de Europa
Ангилал:Азийн улс орны нийслэл	Categoría:Capitales de Asia
Ангилал:Дөрвөн хөлт амьтад	Categoría:Tetrapoda
Ангилал:2010–11 оны УЕФА Аваргуудын Лиг	Categoría:Liga de Campeones de la UEFA 2010-11
Ангилал:Далбааны загварууд	Categoría:Wikipedia:Plantillas de etiquetas de país
Загвар:Height	Plantilla:Altura
Ангилал:Хүндийг өргөлт	Categoría:Halterofilia
Ангилал:Тажикистаны тамирчид	Categoría:Deportistas de Tayikistán
Ангилал:Гүржийн тамирчид	Categoría:Deportistas de Georgia
Ангилал:Кубын тамирчид	Categoría:Deportistas de Cuba
Ангилал:Данийн тамирчид	Categoría:Deportistas de Dinamarca
Ангилал:Туркийн тамирчид	Categoría:Deportistas de Turquía
Ангилал:Узбекийн тамирчин	Categoría:Deportistas de Uzbekistán
Ангилал:Банкууд	Categoría:Bancos
Сейдо Берахино	Saido Berahino
Ангилал:Нар хиртэлтүүд	Categoría:Eclipses solares
Ангилал:Зүлэгний хоккей	Categoría:Hockey sobre hierba
Ангилал:Бүгд Найрамдах Хятад Ард Улс	Categoría:República Popular China
Ангилал:Никарагуагийн зохиолчид	Categoría:Escritores de Nicaragua
Ангилал:Арван аравны кино	Categoría:Películas por década
Ангилал:Математик физик	Categoría:Física matemática
Ангилал:Сербийн аймаг	Categoría:Distritos de Serbia
Ангилал:Германы генералууд	Categoría:Generales de Alemania
Ангилал:Кавказ	Categoría:Cáucaso
Загвар:Country data Dagestan	Plantilla:Geodatos Daguestán
Загвар:Country data Chechnya	Plantilla:Geodatos Chechenia
Ангилал:Тунгус угсаатан	Categoría:Pueblos tunguses
Ангилал:Формула Нэг уралдаанд оролцогч финчүүд	Categoría:Pilotos de Fórmula 1 de Finlandia
Ангилал:Кувейтын ерөнхий сайд нар	Categoría:Primeros ministros de Kuwait
Ангилал:Португалын долоон нутаг	Categoría:Regiones de Portugal
Ангилал:Лилль багийн тоглогчид	Categoría:Futbolistas del Lille OSC
Ангилал:Румыны ерөнхийлөгчид	Categoría:Presidentes de Rumania
Ангилал:Монгол Улс Олимпод	Categoría:Mongolia en los Juegos Olímpicos
Ангилал:Оюунлаг байдал	Categoría:Espiritualidad
Ангилал:Зүүн Германы олимпийн хүрэл медальтнууд	Categoría:Medallistas olímpicos de bronce de Alemania Oriental
Ангилал:Монгол улсын аймаг	Categoría:Aymags de Mongolia
Ангилал:Боксын дэлхийн аварга шалгаруулах тэмцээнүүд	Categoría:Campeonatos mundiales de boxeo
Ангилал:Монгол Улсын Эдийн засаг	Categoría:Empresas de Mongolia
Ангилал:Монголын нисэх онгоцны буудлууд	Categoría:Aeropuertos de Mongolia
Ангилал:Оросын Премьер лиг	Categoría:Liga Premier de Rusia
Ангилал:Эрүүл мэнд	Categoría:Salud
Загвар:Tcmdb name	Plantilla:Tcmdb nombre
Шейн Ларкин	Shane Larkin
Загвар:UGA	Plantilla:UGA
Загвар:UZB	Plantilla:UZB
Ангилал:Унадаг дугуй	Categoría:Ciclismo
Ангилал:Газар газрын газар зүй	Categoría:Geografía por lugar
Загвар:EUN	Plantilla:EUN
Загвар:DDR	Plantilla:DDR
Эцсийн зогсоол	Destino final
Загвар:Lang-mk	Plantilla:Lang-mk
Ангилал:Монгол улсын төрийн бэлгэ тэмдэг	Categoría:Símbolos de Mongolia
Ангилал:Италийн улс төрийн намууд	Categoría:Partidos políticos de Italia
Ангилал:Зөвлөлт Холбоот Улсын баатрууд	Categoría:Héroes de la Unión Soviética
Загвар:Country data Spain	Plantilla:Geodatos España
Загвар:Lang-bs	Plantilla:Lang-bs
Ангилал:User de-5	Categoría:Wikipedia:Wikipedistas con nivel profesional de alemán
Загвар:Country data Canada	Plantilla:Geodatos Canadá
Стивен Адамс	Steven Adams (baloncestista)
Ангилал:Пуэрто Рикогийн сагсан бөмбөгчид	Categoría:Baloncestistas de Puerto Rico
Ангилал:Болгарын сүмоч	Categoría:Luchadores de sumo de Bulgaria
Загвар:College	Plantilla:College
Загвар:Comicbookdb	Plantilla:CBDB
Ангилал:АНУ-ын усны пологийн тамирчид	Categoría:Waterpolistas de Estados Unidos
Ангилал:Бразилын хөлбөмбөгийн багууд	Categoría:Equipos de fútbol de Brasil
Ангилал:Португалын хөлбөмбөгийн баг	Categoría:Equipos de fútbol de Portugal
Ангилал:Оросын хөлбөмбөгийн багууд	Categoría:Equipos de fútbol de Rusia
Загвар:Country data Anguilla	Plantilla:Geodatos Anguila
Загвар:Country data Barbados	Plantilla:Geodatos Barbados
Загвар:Country data Bermuda	Plantilla:Geodatos Bermudas
Загвар:Country data British Columbia	Plantilla:Geodatos Columbia Británica
Загвар:Country data British Virgin Islands	Plantilla:Geodatos Islas Vírgenes Británicas
Загвар:Country data Burma	Plantilla:Geodatos Birmania
Загвар:Country data Byzantine Empire	Plantilla:Geodatos Imperio bizantino
Загвар:Country data Cocos (Keeling) Islands	Plantilla:Geodatos Islas Cocos
Загвар:Country data Empire of Japan	Plantilla:Geodatos Imperio de Japón
Загвар:Country data FR Yugoslavia	Plantilla:Geodatos RF de Yugoslavia
Загвар:Country data Grenada	Plantilla:Geodatos Granada
Загвар:Country data Guernsey	Plantilla:Geodatos Guernsey
Загвар:Country data Holy Roman Empire	Plantilla:Geodatos Sacro Imperio Romano Germánico
Загвар:Country data Isle of Man	Plantilla:Geodatos Isla de Man
Загвар:Country data Jersey	Plantilla:Geodatos Jersey
Загвар:Country data Jordan	Plantilla:Geodatos Jordania
Загвар:Country data Kyrgyzstan	Plantilla:Geodatos Kirguistán
Загвар:Country data Kingdom of Yugoslavia	Plantilla:Geodatos Reino de Yugoslavia
Загвар:Country data Lesotho	Plantilla:Geodatos Lesoto
Загвар:Country data Liberia	Plantilla:Geodatos Liberia
Загвар:Country data Malawi	Plantilla:Geodatos Malaui
