ఆఫ్రికా	África
వర్గం:అంతర్జాతీయ సంస్థలు	Categoría:Organizaciones internacionales
వర్గం:ఆర్థ్రోపోడా	Categoría:Arthropoda
వర్గం:37 జననాలు	Categoría:Nacidos en 37
వర్గం:నీరు	Categoría:Agua
వర్గం:అగవేసి	Categoría:Agavaceae
వర్గం:1604	Categoría:1604
వర్గం:1008	Categoría:1008
వర్గం:నక్షత్రశాలలు	Categoría:Planetarios y museos de astronomía
వర్గం:1910 పుస్తకాలు	Categoría:Libros de 1910
వర్గం:1900 పుస్తకాలు	Categoría:Libros de 1900
వర్గం:1980 పుస్తకాలు	Categoría:Libros de 1980
వర్గం:1920 పుస్తకాలు	Categoría:Libros de 1920
వర్గం:1969 పుస్తకాలు	Categoría:Libros de 1969
వర్గం:1919 పుస్తకాలు	Categoría:Libros de 1919
వర్గం:1979 పుస్తకాలు	Categoría:Libros de 1979
వర్గం:1990 పుస్తకాలు	Categoría:Libros de 1990
వర్గం:పామే	Categoría:Arecaceae
వర్గం:1960 పుస్తకాలు	Categoría:Libros de 1960
వర్గం:జంతు శాస్త్రము	Categoría:Zoología
వర్గం:1974 పుస్తకాలు	Categoría:Libros de 1974
వర్గం:1962 పుస్తకాలు	Categoría:Libros de 1962
వర్గం:1986 పుస్తకాలు	Categoría:Libros de 1986
వర్గం:1923 పుస్తకాలు	Categoría:Libros de 1923
వర్గం:2011 పుస్తకాలు	Categoría:Libros de 2011
వర్గం:2005 మరణాలు	Categoría:Fallecidos en 2005
వర్గం:1983 జననాలు	Categoría:Nacidos en 1983
వర్గం:1617 జననాలు	Categoría:Nacidos en 1617
మూస:MSR	Plantilla:MSR
మూస:TON	Plantilla:TON
వర్గం:1989 పుస్తకాలు	Categoría:Libros de 1989
వర్గం:1939 పుస్తకాలు	Categoría:Libros de 1939
వర్గం:1949 పుస్తకాలు	Categoría:Libros de 1949
వర్గం:1893 పుస్తకాలు	Categoría:Libros de 1893
వర్గం:1930 పుస్తకాలు	Categoría:Libros de 1930
వర్గం:1950 పుస్తకాలు	Categoría:Libros de 1950
వర్గం:1983 పుస్తకాలు	Categoría:Libros de 1983
వర్గం:1991 మరణాలు	Categoría:Fallecidos en 1991
వర్గం:1992 మరణాలు	Categoría:Fallecidos en 1992
వికీపీడియా:నిర్వాహకులు చదవవలసిన జాబితా	Ayuda:Guía para bibliotecarios
వర్గం:505	Categoría:505
వర్గం:570	Categoría:570
వర్గం:573 జననాలు	Categoría:Nacidos en 573
వర్గం:580 జననాలు	Categoría:Nacidos en 580
వర్గం:581	Categoría:581
వర్గం:624	Categoría:624
వర్గం:626	Categoría:626
వర్గం:1907 మరణాలు	Categoría:Fallecidos en 1907
వర్గం:1970 జననాలు	Categoría:Nacidos en 1970
వర్గం:1980 మరణాలు	Categoría:Fallecidos en 1980
వర్గం:2008 మరణాలు	Categoría:Fallecidos en 2008
వర్గం:1986 మరణాలు	Categoría:Fallecidos en 1986
వర్గం:1966 మరణాలు	Categoría:Fallecidos en 1966
వర్గం:1946 మరణాలు	Categoría:Fallecidos en 1946
వర్గం:1938 మరణాలు	Categoría:Fallecidos en 1938
వర్గం:1984 జననాలు	Categoría:Nacidos en 1984
వర్గం:1962 మరణాలు	Categoría:Fallecidos en 1962
వర్గం:1959 మరణాలు	Categoría:Fallecidos en 1959
వర్గం:1943 మరణాలు	Categoría:Fallecidos en 1943
వర్గం:1990 జననాలు	Categoría:Nacidos en 1990
వర్గం:1934 మరణాలు	Categoría:Fallecidos en 1934
వర్గం:1949 మరణాలు	Categoría:Fallecidos en 1949
వర్గం:1974 జననాలు	Categoría:Nacidos en 1974
వర్గం:1947 మరణాలు	Categoría:Fallecidos en 1947
వర్గం:1911 మరణాలు	Categoría:Fallecidos en 1911
వర్గం:1903 మరణాలు	Categoría:Fallecidos en 1903
వర్గం:2007 మరణాలు	Categoría:Fallecidos en 2007
వర్గం:1965 జననాలు	Categoría:Nacidos en 1965
వర్గం:1940 జననాలు	Categoría:Nacidos en 1940
వర్గం:1898 జననాలు	Categoría:Nacidos en 1898
వర్గం:1863 జననాలు	Categoría:Nacidos en 1863
వర్గం:1867 జననాలు	Categoría:Nacidos en 1867
వర్గం:1871 జననాలు	Categoría:Nacidos en 1871
వర్గం:1862 జననాలు	Categoría:Nacidos en 1862
వర్గం:1977 జననాలు	Categoría:Nacidos en 1977
వర్గం:1845	Categoría:1845
వర్గం:1899 జననాలు	Categoría:Nacidos en 1899
వర్గం:1844	Categoría:1844
వర్గం:1931 జననాలు	Categoría:Nacidos en 1931
వర్గం:1915 జననాలు	Categoría:Nacidos en 1915
వర్గం:1929 జననాలు	Categoría:Nacidos en 1929
వర్గం:గ్లాడియోలస్	Categoría:Gladiolus
వర్గం:2003 పుస్తకాలు	Categoría:Libros de 2003
వర్గం:699	Categoría:699
వర్గం:756	Categoría:756
వర్గం:756 మరణాలు	Categoría:Fallecidos en 756
వర్గం:763	Categoría:763
వర్గం:767	Categoría:767
వర్గం:767 మరణాలు	Categoría:Fallecidos en 767
వర్గం:ఆర్కిడేసి	Categoría:Orchidaceae
వర్గం:ఇరిడేసి	Categoría:Iridaceae
వర్గం:మాగ్నోలియేసి	Categoría:Magnoliaceae
వర్గం:ఆస్టరేసి	Categoría:Asteraceae
వర్గం:అనకార్డియేసి	Categoría:Anacardiaceae
వర్గం:632 మరణాలు	Categoría:Fallecidos en 632
వర్గం:థియేసి	Categoría:Theaceae
వర్గం:809	Categoría:809
వర్గం:809 మరణాలు	Categoría:Fallecidos en 809
వర్గం:1954 జననాలు	Categoría:Nacidos en 1954
వర్గం:824 జననాలు	Categoría:Nacidos en 824
వర్గం:పురస్కారాలు	Categoría:Premios
వర్గం:చిహ్నాలు	Categoría:Símbolos
వర్గం:1955 తెలుగు సినిమాలు	Categoría:Películas de 1955
వర్గం:887	Categoría:887
వర్గం:1961 తెలుగు సినిమాలు	Categoría:Películas de 1961
వర్గం:887 మరణాలు	Categoría:Fallecidos en 887
వర్గం:సాంఘిక శాస్త్రాలు	Categoría:Ciencias sociales
వర్గం:1996 పుస్తకాలు	Categoría:Libros de 1996
వర్గం:2009 పుస్తకాలు	Categoría:Libros de 2009
వర్గం:1960 జననాలు	Categoría:Nacidos en 1960
వర్గం:935	Categoría:935
వర్గం:935 జననాలు	Categoría:Nacidos en 935
వర్గం:980	Categoría:980
వర్గం:1008 జననాలు	Categoría:Nacidos en 1008
వర్గం:1017	Categoría:1017
వర్గం:1017 జననాలు	Categoría:Nacidos en 1017
వర్గం:1020	Categoría:1020
వర్గం:1048	Categoría:1048
మూస:MCO	Plantilla:MCO
మూస:Country data Hungary	Plantilla:Geodatos Hungría
వర్గం:1077	Categoría:1077
వర్గం:1077 జననాలు	Categoría:Nacidos en 1077
వర్గం:1114 జననాలు	Categoría:Nacidos en 1114
వర్గం:1130 జననాలు	Categoría:Nacidos en 1130
వర్గం:1830 మరణాలు	Categoría:Fallecidos en 1830
వర్గం:1137 మరణాలు	Categoría:Fallecidos en 1137
వర్గం:1938 పుస్తకాలు	Categoría:Libros de 1938
వర్గం:1937 తెలుగు సినిమాలు	Categoría:Películas de 1937
వర్గం:1993 మరణాలు	Categoría:Fallecidos en 1993
వర్గం:ఆఫ్రికా	Categoría:Países de África
వర్గం:1998 మరణాలు	Categoría:Fallecidos en 1998
వర్గం:1162	Categoría:1162
వర్గం:1166	Categoría:1166
వర్గం:1166 మరణాలు	Categoría:Fallecidos en 1166
వర్గం:1185 మరణాలు	Categoría:Fallecidos en 1185
వర్గం:1190 జననాలు	Categoría:Nacidos en 1190
వర్గం:1193	Categoría:1193
వర్గం:1193 మరణాలు	Categoría:Fallecidos en 1193
వర్గం:1200	Categoría:1200
వర్గం:1205	Categoría:1205
వర్గం:1205 జననాలు	Categoría:Nacidos en 1205
వర్గం:1207	Categoría:1207
వర్గం:1207 జననాలు	Categoría:Nacidos en 1207
వర్గం:1227	Categoría:1227
వర్గం:1227 మరణాలు	Categoría:Fallecidos en 1227
వర్గం:1951 జననాలు	Categoría:Nacidos en 1951
వర్గం:1959 తెలుగు సినిమాలు	Categoría:Películas de 1959
వర్గం:1940 తెలుగు సినిమాలు	Categoría:Películas de 1940
వర్గం:1941 తెలుగు సినిమాలు	Categoría:Películas de 1941
వర్గం:1240	Categoría:1240
వర్గం:2012 సినిమాలు	Categoría:Películas de 2012
వర్గం:1250	Categoría:1250
వర్గం:1254 జననాలు	Categoría:Nacidos en 1254
వర్గం:1881 మరణాలు	Categoría:Fallecidos en 1881
వర్గం:1882 మరణాలు	Categoría:Fallecidos en 1882
వర్గం:1260	Categoría:1260
వర్గం:1260 మరణాలు	Categoría:Fallecidos en 1260
వర్గం:1883 మరణాలు	Categoría:Fallecidos en 1883
వర్గం:1270	Categoría:1270
వర్గం:1273 మరణాలు	Categoría:Fallecidos en 1273
వర్గం:1940లు	Categoría:Años 1940
వర్గం:1900లు	Categoría:Años 1900
వర్గం:1910లు	Categoría:Años 1910
వర్గం:1301	Categoría:1301
వర్గం:1920లు	Categoría:Años 1920
వర్గం:1930లు	Categoría:Años 1930
వర్గం:1950లు	Categoría:Años 1950
వర్గం:1960లు	Categoría:Años 1960
వర్గం:1980లు	Categoría:Años 1980
వర్గం:1990లు	Categoría:Años 1990
వర్గం:2000లు	Categoría:Años 2000
వర్గం:2010లు	Categoría:Años 2010
వర్గం:1321 జననాలు	Categoría:Nacidos en 1321
వర్గం:1336	Categoría:1336
వర్గం:1351	Categoría:1351
వర్గం:1351 మరణాలు	Categoría:Fallecidos en 1351
వర్గం:1361	Categoría:1361
వర్గం:1361 జననాలు	Categoría:Nacidos en 1361
వర్గం:1373	Categoría:1373
వర్గం:1373 మరణాలు	Categoría:Fallecidos en 1373
వర్గం:1503	Categoría:1503
వర్గం:1529	Categoría:1529
వర్గం:1398 జననాలు	Categoría:Nacidos en 1398
వర్గం:1399	Categoría:1399
వర్గం:1528	Categoría:1528
వర్గం:1523	Categoría:1523
మూస:Country data New Zealand	Plantilla:Geodatos Nueva Zelanda
వర్గం:1408	Categoría:1408
వర్గం:1408 జననాలు	Categoría:Nacidos en 1408
వర్గం:అంగారకుడు	Categoría:Marte
వర్గం:1531	Categoría:1531
వర్గం:1422	Categoría:1422
వర్గం:1422 మరణాలు	Categoría:Fallecidos en 1422
వర్గం:1509	Categoría:1509
వర్గం:1506	Categoría:1506
వర్గం:1519	Categoría:1519
వర్గం:1524	Categoría:1524
వర్గం:1445	Categoría:1445
వర్గం:1452 జననాలు	Categoría:Nacidos en 1452
వర్గం:1468	Categoría:1468
వర్గం:1468 మరణాలు	Categoría:Fallecidos en 1468
వర్గం:1469 జననాలు	Categoría:Nacidos en 1469
వర్గం:1471	Categoría:1471
వర్గం:1473	Categoría:1473
వర్గం:1473 జననాలు	Categoría:Nacidos en 1473
వర్గం:1479 జననాలు	Categoría:Nacidos en 1479
వర్గం:1483	Categoría:1483
వర్గం:1484 జననాలు	Categoría:Nacidos en 1484
వర్గం:1486 జననాలు	Categoría:Nacidos en 1486
వర్గం:1494	Categoría:1494
వర్గం:User ru	Categoría:Wikipedia:Wikipedistas con conocimientos de ruso
వర్గం:User ru-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de ruso
వర్గం:User ru-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de ruso
వర్గం:1498	Categoría:1498
వర్గం:User ru-4	Categoría:Wikipedia:Wikipedistas con nivel experto de ruso
వర్గం:1500	Categoría:1500
వర్గం:1506 జననాలు	Categoría:Nacidos en 1506
వర్గం:1519 మరణాలు	Categoría:Fallecidos en 1519
వర్గం:1523 జననాలు	Categoría:Nacidos en 1523
వర్గం:1524 మరణాలు	Categoría:Fallecidos en 1524
వర్గం:1526	Categoría:1526
వర్గం:1528 జననాలు	Categoría:Nacidos en 1528
వర్గం:1534	Categoría:1534
వర్గం:1534 మరణాలు	Categoría:Fallecidos en 1534
వర్గం:1540 జననాలు	Categoría:Nacidos en 1540
వర్గం:1542	Categoría:1542
వర్గం:1543	Categoría:1543
వర్గం:1547	Categoría:1547
వర్గం:1550	Categoría:1550
వర్గం:1550 మరణాలు	Categoría:Fallecidos en 1550
వర్గం:1562	Categoría:1562
వర్గం:1562 మరణాలు	Categoría:Fallecidos en 1562
వర్గం:1564 జననాలు	Categoría:Nacidos en 1564
వర్గం:1565	Categoría:1565
వర్గం:1565 మరణాలు	Categoría:Fallecidos en 1565
వర్గం:1569 జననాలు	Categoría:Nacidos en 1569
వర్గం:1571	Categoría:1571
వర్గం:1586	Categoría:1586
వర్గం:1586 మరణాలు	Categoría:Fallecidos en 1586
వర్గం:1591	Categoría:1591
వర్గం:1592 జననాలు	Categoría:Nacidos en 1592
వర్గం:1601	Categoría:1601
వర్గం:1602 జననాలు	Categoría:Nacidos en 1602
వర్గం:1608	Categoría:1608
వర్గం:1616	Categoría:1616
వర్గం:1617	Categoría:1617
వర్గం:User tr	Categoría:Wikipedia:Wikipedistas con conocimientos de turco
వర్గం:1623	Categoría:1623
వర్గం:User tr-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de turco
వర్గం:1627	Categoría:1627
వర్గం:1629 జననాలు	Categoría:Nacidos en 1629
వర్గం:1630	Categoría:1630
వర్గం:1630 మరణాలు	Categoría:Fallecidos en 1630
వర్గం:1636	Categoría:1636
వర్గం:1643	Categoría:1643
వర్గం:1646	Categoría:1646
వర్గం:1654	Categoría:1654
వర్గం:1657 జననాలు	Categoría:Nacidos en 1657
వర్గం:1662	Categoría:1662
వర్గం:1662 మరణాలు	Categoría:Fallecidos en 1662
వర్గం:1664	Categoría:1664
వర్గం:1666 జననాలు	Categoría:Nacidos en 1666
వర్గం:1667 మరణాలు	Categoría:Fallecidos en 1667
వర్గం:1688	Categoría:1688
వర్గం:1694	Categoría:1694
వర్గం:1695 మరణాలు	Categoría:Fallecidos en 1695
వర్గం:1703	Categoría:1703
వర్గం:1706 జననాలు	Categoría:Nacidos en 1706
వర్గం:1707	Categoría:1707
